"Metabolite","Coef_RA_HC","PValue_RA_HC","CI_Lower_RA_HC","CI_Upper_RA_HC","Coef_RA_atRisk","PValue_RA_atRisk","CI_Lower_RA_atRisk","CI_Upper_RA_atRisk","Coef_HC_atRisk","PValue_HC_atRisk","CI_Lower_HC_atRisk","CI_Upper_HC_atRisk"
"Dimethylglycine",0.338986866147639,0.00578291698265514,0.0989974009601071,0.57897633133517,0.128624642273041,0.40166355325488,-0.172883406406698,0.43013269095278,-0.289938032401621,0.116433089827749,-0.65274127046803,0.0728652056647871
"L-Serine",0.280470139939476,0.0228978920310109,0.0391190911200833,0.521821188758869,0.125226708948672,0.418775005543097,-0.179260578390344,0.429713996287688,-0.223924399715151,0.224527769730102,-0.586698158056575,0.138849358626272
"Cytosine",0.335904493325965,0.00498683560463132,0.102217567139238,0.569591419512692,0.00195904827933639,0.990010771543033,-0.305857853304045,0.309775949862718,-0.290725526453778,0.0856510573531935,-0.62273337737534,0.0412823244677847
"Creatinine",0.139211071594213,0.256591501169573,-0.101800702812992,0.380222846001418,0.0123006064968245,0.934646356305761,-0.282791852489042,0.307393065482691,-0.176477027385781,0.295903924918259,-0.50890712033091,0.155953065559349
"L-Proline",-0.0519089545901364,0.670467548144496,-0.291734153810945,0.187916244630672,-0.124909872970172,0.452532324237231,-0.451841298155383,0.202021552215038,-0.106265441066368,0.497043976447604,-0.414668430003721,0.202137547870985
"5-Aminopentanoic acid",0.407856995181621,0.000911843078123152,0.16823942009638,0.647474570266863,0.180464479092492,0.197299036928616,-0.0944518134363168,0.4553807716213,-0.280199246553156,0.159562633301399,-0.671859366050158,0.111460872943846
"Betaine",0.247263679914931,0.0403164246083534,0.0109873763998679,0.483539983429993,0.290979524175256,0.0611411594826326,-0.0136941514568825,0.595653199807395,-0.0117394554647147,0.948021481269493,-0.366942955376042,0.343464044446612
"L-Valine",0.413284958253382,0.000517201819216364,0.18154128671892,0.645028629787844,0.104585714602532,0.439060058444344,-0.161153208989071,0.370324638194135,-0.307632975264779,0.154848665344002,-0.732750784048214,0.117484833518656
"Indole",0.431960233828248,0.000301085779366815,0.199501180076721,0.664419287579774,0.350793459112522,0.0282128927402949,0.037757533620378,0.663829384604666,-0.0597889716882212,0.724626044841436,-0.394495085238828,0.274917141862385
"L-Homoserine",0.242334123785717,0.0486451531046747,0.00145021347178509,0.483218034099649,0.107741607020032,0.486624195029428,-0.196779797133084,0.412263011173149,-0.197215481787783,0.281503167213396,-0.557738425721476,0.16330746214591
"L-Threonine",0.236063158011647,0.0550826066888767,-0.0051688779203419,0.477295193943636,0.11520286971974,0.457149125439266,-0.1894278483203,0.41983358775978,-0.184273877152691,0.313756940029638,-0.544492640161167,0.175944885855786
"L-Cysteine",-0.636792446215848,8.36215951821909e-08,-0.864918157055973,-0.408666735375723,-0.451527695479725,0.00239237440379388,-0.741455267896494,-0.161600123062956,0.297197463391223,0.0740610971099183,-0.0292591640336624,0.623654090816109
"Niacinamide",-0.245586767318139,0.0428281951883612,-0.483190220963649,-0.00798331367262825,0.0327236676290344,0.836620919750812,-0.279430464838689,0.344877800096758,0.217801518741912,0.235117201415463,-0.143204396404547,0.57880743388837
"Taurine",0.0527610231848288,0.666602633584498,-0.187996046852203,0.29351809322186,0.0110646106218055,0.945426353946027,-0.306917615230543,0.329046836474154,-0.0981921940188506,0.583528318338602,-0.451305919717599,0.254921531679898
"Pyroglutamic acid",0.320339593997725,0.0112676348735354,0.0731232580764477,0.567555929919002,0.12137644057546,0.419931957063367,-0.174485014701552,0.417237895852472,-0.244793277953569,0.189337116784556,-0.611624648903005,0.122038092995866
"L-Pipecolic acid",0.367960967856138,0.00266951453737148,0.128864617119833,0.607057318592444,0.120700058828876,0.427601917516363,-0.178428108273829,0.419828225931581,-0.340602045251495,0.0639155359078508,-0.701155809610191,0.0199517191072001
"N-Acetylputrescine",0.185272166412272,0.130447464207975,-0.0551451385885833,0.425689471413128,0.340724019843206,0.0278703246299695,0.0373426212996962,0.644105418386716,0.0628185333019211,0.719631753782557,-0.282312053539126,0.407949120142969
"Creatine",0.0253363097707041,0.835493401974811,-0.214544591336425,0.265217210877834,0.135939806247018,0.436085292276676,-0.207228329900453,0.479107942394488,0.108048142154065,0.506639132484544,-0.212654544364587,0.428750828672718
"4-Hydroxyproline",0.477503254540247,0.00011245161169853,0.237383055753192,0.717623453327302,0.066819604250517,0.603123721820191,-0.185941715978951,0.319580924479985,-0.466385275545727,0.0229393976759521,-0.867393301027188,-0.0653772500642661
"5-Aminolevulinic acid",-0.638958231341456,1.33449964254517e-07,-0.871728934154468,-0.406187528528444,-0.531593847661379,0.000590441644973283,-0.832508948614256,-0.230678746708501,0.0285630997321593,0.864675610015759,-0.302014810754007,0.359141010218326
"L-Isoleucine",0.315736892852647,0.00950008482706297,0.077696748576173,0.553777037129121,0.0533578800660099,0.727188642131938,-0.247483603843002,0.354199363975022,-0.3119718131011,0.0925920572906077,-0.67613937511291,0.0521957489107111
"L-Leucine",0.374018627216372,0.00224819569444619,0.135175560170667,0.612861694262076,0.0308293212431976,0.813770239957872,-0.226613453950359,0.288272096436754,-0.408011430233052,0.0433208374313341,-0.803618954527259,-0.0124039059388448
"Ornithine",0.147859308402617,0.230553452097153,-0.0943341194537117,0.390052736258946,0.132199087137803,0.393466610654184,-0.172344641361401,0.436742815637006,-0.0789105225150014,0.666159764658862,-0.439588524601894,0.281767479571891
"L-Asparagine",-1.26413291042189,8.84199921835493e-32,-1.45250248982577,-1.07576333101801,-1.28318804138986,2.55043164365091e-21,-1.52687419726717,-1.03950188551255,-0.0454406131180247,0.735707135458922,-0.310935305574071,0.220054079338022
"Homocysteine",0.154395156363571,0.191174042014226,-0.0775216998641871,0.386312012591329,0.375422435064102,0.0157265950171748,0.0713459183095567,0.679498951818647,0.12844462603816,0.498475520618119,-0.245571983817774,0.502461235894094
"N-Methylnicotinamide",0.0755015041855679,0.538652111076677,-0.165862673812048,0.316865682183184,0.133617968885396,0.342727850874914,-0.143184898242267,0.41042083601306,0.0133462446164526,0.946851788812211,-0.381574055232037,0.408266544464942
"Tyramine",0.000776380965080331,0.994698197139141,-0.228950359250566,0.230503121180727,-0.106804305314893,0.487823960390508,-0.409510139878278,0.195901529248492,-0.169663763071743,0.326651650704086,-0.510309230685434,0.170981704541947
"4-Acetamidobutanoic acid",0.316070854163404,0.00926205123610867,0.0785857490569253,0.553555959269882,0.163068180865767,0.297771773411226,-0.14470017155818,0.470836533289714,-0.224956468151862,0.211522403692649,-0.579196519742481,0.129283583438757
"Spermidine",0.470925736514319,9.19913013812596e-05,0.237140263739534,0.704711209289103,0.0854979139913831,0.578705291242795,-0.217310589149319,0.388306417132085,-0.386627204664495,0.0250954175291604,-0.724267261352645,-0.0489871479763457
"L-Glutamine",-1.06268172241408,2.20507231937129e-19,-1.27946779364471,-0.845895651183447,-0.938823119201723,3.1468223396088e-09,-1.24016055650465,-0.637485681898801,0.128293573746971,0.283138653957384,-0.107036966802819,0.363624114296761
"L-Lysine",0.23148811275386,0.0663306215867829,-0.0157009484676638,0.478677173975385,0.0583460063672282,0.692385886799979,-0.231734839031975,0.348426851766431,-0.204414426453161,0.285410987099436,-0.581154633932416,0.172325781026093
"DL-Glutamate",1.01052132585071,1.02933441532724e-17,0.792571036965759,1.22847161473567,0.311516567304363,0.0260542803580976,0.0374496404621895,0.585583494146537,-0.730835103309971,2.4199747069411e-05,-1.06221885231777,-0.399451354302176
"L-Methionine",0.246383426901645,0.0321469976819896,0.0211388307801994,0.471628023023092,0.811938559758394,8.61382555311597e-08,0.52176231276588,1.10211480675091,0.516102215177762,0.0038721614650434,0.16851787850698,0.863686551848543
"Cysteamine",0.00754415797204097,0.950259254289541,-0.230237828611455,0.245326144555537,-0.12280883379939,0.415745729750173,-0.419478859364718,0.173861191765938,-0.200562785141687,0.269607604962988,-0.558196779499114,0.15707120921574
"L-Histidine",0.189803110914076,0.113675878971141,-0.0456239178119964,0.425230139640149,0.123964695444943,0.433410473214924,-0.18715430493283,0.435083695822716,-0.146303776408299,0.379350820283439,-0.474162664521709,0.181555111705111
"Tryptamine",0.126563876864313,0.298919031531466,-0.112786618304646,0.365914372033272,-0.117346787882785,0.444867998864485,-0.419332185400439,0.18463860963487,-0.254610631999953,0.151410511942071,-0.603504937005062,0.0942836730051572
"L-Carnitine",0.297619329895018,0.0162261160732434,0.0553389098720797,0.539899749917957,0.117441843401833,0.452457079676267,-0.189892002795518,0.424775689599184,-0.248072879172848,0.164207679477996,-0.598712441097443,0.102566682751748
"L-Phenylalanine",0.411109935519348,0.000791487303663765,0.172465501228189,0.649754369810507,0.188448609890343,0.217725330325766,-0.111874213781518,0.488771433562204,-0.274774250188523,0.136902821455825,-0.637825364814599,0.0882768644375533
"1-Methyl-L-histidine",0.156862985106537,0.196689334417293,-0.0817023468105222,0.395428317023597,-0.0422126417785431,0.790593087234028,-0.354916287104391,0.270491003547304,-0.195171636488965,0.282202128371312,-0.552478907308778,0.162135634330849
"L-Arginine",0.603492106517271,5.3562872426316e-07,0.371678083475457,0.835306129559084,0.272701323101456,0.0816269118500756,-0.034479306671617,0.57988195287453,-0.410188437697035,0.0189330569958122,-0.751805265787546,-0.0685716096065249
"Indoleacetic acid",0.394220692767238,0.00145225189067097,0.15281598669908,0.635625398835397,0.432634317633606,0.00530914175925831,0.129603329136069,0.735665306131143,-0.0270500659383692,0.881030107781805,-0.383550451730904,0.329450319854166
"Glucosamine",0.405221905423756,0.000730853347683166,0.171554811248242,0.638888999599269,0.171230127227587,0.277876090826867,-0.138846553510916,0.481306807966089,-0.173800600149099,0.318846112469586,-0.517149939873799,0.1695487395756
"L-Tyrosine",0.127923510922103,0.305518390418963,-0.11732910877169,0.373176130615896,0.0588734228407156,0.723046206388658,-0.267891496727883,0.385638342409314,-0.157472119831644,0.332945667942714,-0.477794389801188,0.1628501501379
"N8-Acetylspermidine",0.328181737249811,0.00870998826461508,0.083593604932464,0.572769869567158,0.120905624980543,0.435782649942786,-0.184108582113728,0.425919832074814,-0.299569321064526,0.0885767907147576,-0.644891093308121,0.0457524511790691
"L-Acetylcarnitine",-0.150335100084585,0.244292833605448,-0.403920949375607,0.103250749206437,-0.0521069839773045,0.756166403130452,-0.382186341771635,0.277972373817026,-0.00362071195045104,0.981056929435083,-0.304412632763629,0.297171208862727
"L-Tryptophan",0.20757735414414,0.0915716054970776,-0.0337613373009524,0.448916045589233,0.0288817306298382,0.851665677337621,-0.274949629803273,0.332713091062949,-0.236215881560311,0.204295640493882,-0.602289775729259,0.129858012608636
"Indolelactic acid",0.383451441019609,0.00151937410376815,0.147654922664064,0.619247959375153,0.246598255707081,0.106057691955205,-0.0528105200106333,0.546007031424794,-0.15935632550121,0.381661277134449,-0.518206049549374,0.199493398546955
"L-Kynurenine",0.259621968499948,0.0353142446511797,0.0179752800104246,0.50126865698947,0.115826621728648,0.449452083984283,-0.185272844175251,0.416926087632547,-0.189644797583049,0.303064103563937,-0.552230618332691,0.172941023166593
"3-hydroxy-L-kynurenin",0.110023589986402,0.357503001104756,-0.124915618805544,0.344962798778349,-0.167065325781979,0.299813278464801,-0.48371546856486,0.149584817000903,-0.268704158987727,0.121381680738102,-0.609515740929397,0.0721074229539444
"Melatonin",0.300074426900523,0.0128837999774751,0.0640445819004462,0.536104271900601,0.134239650635165,0.387222178894809,-0.17095119563398,0.43943049690431,-0.167210843555476,0.345609110811377,-0.51640756322048,0.181985876109527
"L-Cystine",-0.410539860028461,0.000723550454434263,-0.647076505745868,-0.174003214311055,0.331250443263275,0.0180358774905693,0.057179201458753,0.605321685067797,0.703813746090212,0.000413607982702417,0.318778196807654,1.08884929537277
"Cytidine",-0.115795340760321,0.349553229994492,-0.359003405395456,0.127412723874814,-0.432862272503554,0.0052738492389591,-0.735814638043836,-0.129909906963272,-0.386438740506357,0.0277936686231801,-0.730111611897781,-0.0427658691149331
"N1-Acetylspermine",-0.0884747680263914,0.463476484986074,-0.325648725336368,0.148699189283585,-0.106216100116306,0.495253446103238,-0.412467005562012,0.200034805329399,-0.0298953745027508,0.865097502468088,-0.376985194127912,0.317194445122411
"Uridine",-0.00251480282961709,0.983832844506857,-0.24652271830514,0.241493112645906,0.100410785785874,0.515897773968001,-0.203505789478027,0.404327361049775,0.0443227405238363,0.802184230765499,-0.30462501230173,0.393270493349403
"Adenosine",0.116991233763251,0.352139433203917,-0.130053243153575,0.364035710680077,-0.116727871840397,0.454987761212225,-0.423912135343728,0.190456391662935,-0.234514932524756,0.152887662343607,-0.55704029340035,0.088010428350837
"Inosine",0.0215958228514097,0.858103869310778,-0.215892592805602,0.259084238508422,0.741987765148896,6.47707042464625e-06,0.424649599220715,1.05932593107708,0.690905082300988,2.31519790499889e-05,0.378408946633424,1.00340121796855
"2'-O-Methyladenosine",-0.0865965271403057,0.461841272460038,-0.317887994894746,0.144694940614134,-0.522314403507937,0.000666174450499598,-0.820894065362124,-0.223734741653751,-0.479184136892468,0.00604787715795525,-0.819200689006039,-0.139167584778897
"Guanosine monophosphate",0.51027380935933,9.72024367802265e-06,0.287099181057715,0.733448437660944,0.838828227338979,2.29968772314961e-08,0.552315492986007,1.12534096169195,0.338766986437453,0.0601271519994705,-0.0146165617634916,0.692150534638398
"S-Adenosylmethionine",-1.46798080442677,4.68312756873299e-60,-1.60743741778989,-1.32852419106365,-1.76623370780927,4.14619648165303e-52,-1.94661223947419,-1.58585517614435,-0.283858231546365,0.0143874683045155,-0.510364297059205,-0.0573521660335258
"Alpha-Tocopherol",-0.587918806574458,7.92493162446698e-07,-0.817366297124798,-0.358471316024119,0.438158341404584,0.00389676269917663,0.141917704437587,0.73439897837158,0.953991217640131,3.92997907238821e-08,0.628487207642943,1.27949522763732
"Bilirubin",-1.33656675813517,2.85045250516856e-38,-1.51246629271845,-1.16066722355188,0.118271692418947,0.366480356139241,-0.139160298679299,0.375703683517194,1.43795068756927,5.60685026989542e-25,1.21008044923587,1.66582092590266
"Acetamidopropanal",0.124590410266957,0.317128779504342,-0.120083081938212,0.369263902472126,0.0806531877476158,0.613112204636828,-0.233056286647508,0.39436266214274,-0.107911173132132,0.544128435736957,-0.458610847464005,0.24278850119974
"1-methyladenosine",-0.206737582219441,0.103307174677861,-0.455717669372191,0.0422425049333078,-0.618294583669269,7.32535002268263e-07,-0.858133170218501,-0.378455997120037,-0.461257767305747,0.0296956283737921,-0.876465629413416,-0.0460499051980781
"Serotonin",0.330942637822858,0.00363172360283107,0.10877781067694,0.553107464968776,-0.0204179629035873,0.894800766959344,-0.324169914675068,0.283333988867894,-0.421415120007107,0.0313941897821192,-0.804712360935046,-0.0381178790791689
"Xanthurenic acid",0.301957888483168,0.0129202993578576,0.0643494127758965,0.53956636419044,0.231426994029367,0.130885331330275,-0.0692899883326742,0.532143976391407,-0.0928400089831401,0.622084864968745,-0.464227181139717,0.278547163173437
"4-Trimethylammoniobutanoic acid",0.120835288388662,0.320667545673747,-0.118208280091326,0.359878856868651,0.113830926263103,0.475813066950734,-0.200058943985141,0.427720796511347,-0.046031612055222,0.797636867374059,-0.400113119084949,0.308049894974505
"Epinephrine",0.481581859137327,5.49279880244732e-05,0.249972781261068,0.713190937013585,0.343338851779449,0.026827945986492,0.0397065313625238,0.646971172196374,-0.194394217082256,0.283132168866847,-0.550969189881376,0.162180755716864
"Indolepyruvate",0.291297298874095,0.0169773998551947,0.0524994781237567,0.530095119624433,0.014572758902155,0.927081507567301,-0.298673140002301,0.327818657806611,-0.311351952362965,0.0732704021414064,-0.65240966516181,0.0297057604358809
"1-Methylguanosine",0.399689765429364,0.00105514250801643,0.161877312467397,0.63750221839133,0.16975502585769,0.25591479173287,-0.12381976616092,0.4633298178763,-0.296879726288722,0.113106129489116,-0.664950280968949,0.0711908283915045
"Normetanephrine",0.0759946205576253,0.534764196100557,-0.164636486897989,0.31662572801324,-0.0506950858014593,0.753559208952043,-0.368320525744048,0.266930354141129,-0.155559644324162,0.369196419392101,-0.496809535850184,0.18569024720186
"Carnosine",0.30259091183099,0.0118672878260422,0.0673628086503394,0.53781901501164,0.147229274894821,0.342613826815307,-0.157698591879277,0.452157141668919,-0.112807972218524,0.541744832696969,-0.477259241209838,0.251643296772789
