"","Metabolite","Estimate.IH","Std.err.IH","CI_lower.IH","CI_upper.IH","p_value.IH","sig"
"Ketoprofen Action Pathway","Ketoprofen Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Ketorolac Action Pathway","Ketorolac Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"L-Arginine:Glycine Amidinotransferase Deficiency","L-Arginine:Glycine Amidinotransferase Deficiency",-0.105047851278935,0.0330708405662949,-0.169866698788873,-0.0402290037689973,0.00149089801883151,"sig"
"Lactic Acidemia","Lactic Acidemia",-0.369912843367883,0.0576761786945835,-0.482958153609267,-0.256867533126499,1.42108214085113e-10,"sig"
"Lactose Synthesis","Lactose Synthesis",0.531985185735346,0.0824683192566217,0.370347279992368,0.693623091478325,1.11274101044501e-10,"sig"
"Leigh Syndrome","Leigh Syndrome",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Lesch-Nyhan Syndrome ","Lesch-Nyhan Syndrome ",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Leukotriene C4 Synthesis Deficiency","Leukotriene C4 Synthesis Deficiency",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Lincomycin Action Pathway","Lincomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Lornoxicam Action Pathway","Lornoxicam Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Lumiracoxib Action Pathway","Lumiracoxib Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Lymecycline Action Pathway","Lymecycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Lysine Degradation","Lysine Degradation",-0.352226315183516,0.0681775559963983,-0.485854324936457,-0.218598305430575,2.38762059900921e-07,"sig"
"Magnesium Salicylate Action Pathway","Magnesium Salicylate Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Malate-Aspartate Shuttle","Malate-Aspartate Shuttle",-0.147529934501588,0.0771872615436909,-0.298816967127222,0.0037570981240464,0.0559628418420941,"not sig"
"Malonic Aciduria","Malonic Aciduria",-0.161966140729511,0.0647812071842292,-0.288937306810601,-0.0349949746484222,0.0124122310122761,"sig"
"Malonyl-CoA Decarboxylase Deficiency","Malonyl-CoA Decarboxylase Deficiency",-0.161966140729511,0.0647812071842292,-0.288937306810601,-0.0349949746484222,0.0124122310122761,"sig"
"Maple Syrup Urine Disease","Maple Syrup Urine Disease",0.0651700430053656,0.0663570359053785,-0.0648897473691764,0.195229833379908,0.326044661231254,"not sig"
"Mefenamic Acid Action Pathway","Mefenamic Acid Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Meloxicam Action Pathway","Meloxicam Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Mercaptopurine Action Pathway","Mercaptopurine Action Pathway",-0.313001313505981,0.0438661055440274,-0.398978880372274,-0.227023746639687,9.65227897609111e-13,"sig"
"Mercaptopurine Metabolism Pathway","Mercaptopurine Metabolism Pathway",-0.44325770465245,0.0604014981514038,-0.561644641029201,-0.324870768275698,2.15938378289593e-13,"sig"
"Methacycline Action Pathway","Methacycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Methadone Action Pathway","Methadone Action Pathway",-0.241867113330557,0.083245090414286,-0.405027490542558,-0.0787067361185569,0.00366687917640651,"sig"
"Methionine Adenosyltransferase Deficiency","Methionine Adenosyltransferase Deficiency",-0.157045441500936,0.0546734709005032,-0.264205444465922,-0.0498854385359493,0.00407334827491457,"sig"
"Methionine Metabolism","Methionine Metabolism",-0.157045441500936,0.0546734709005032,-0.264205444465922,-0.0498854385359493,0.00407334827491457,"sig"
"Methotrexate Action Pathway","Methotrexate Action Pathway",-0.273067416894445,0.0908857722040294,-0.451203530414342,-0.0949313033745471,0.00266007037483007,"sig"
"Methylenetetrahydrofolate Reductase Deficiency ","Methylenetetrahydrofolate Reductase Deficiency ",-0.142166801550449,0.0507312416055875,-0.241600035097401,-0.0427335680034977,0.00507314714298468,"sig"
"Methylmalonate Semialdehyde Dehydrogenase Deficiency","Methylmalonate Semialdehyde Dehydrogenase Deficiency",0.0651700430053656,0.0663570359053785,-0.0648897473691764,0.195229833379908,0.326044661231254,"not sig"
"Methylmalonic Aciduria","Methylmalonic Aciduria",0.0651700430053656,0.0663570359053785,-0.0648897473691764,0.195229833379908,0.326044661231254,"not sig"
"Methylmalonic Aciduria Due to Cobalamin-Related Disorders","Methylmalonic Aciduria Due to Cobalamin-Related Disorders",-0.161966140729511,0.0647812071842292,-0.288937306810601,-0.0349949746484222,0.0124122310122761,"sig"
"Minocycline Action Pathway","Minocycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Mitochondrial Complex II Deficiency","Mitochondrial Complex II Deficiency",-0.28410984059859,0.057742266946361,-0.397284683813458,-0.170934997383723,8.64073433248791e-07,"sig"
"Mitochondrial DNA Depletion Syndrome","Mitochondrial DNA Depletion Syndrome",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Mitochondrial Electron Transport Chain","Mitochondrial Electron Transport Chain",-0.0269326697393556,0.0692926884851343,-0.162746339170219,0.108880999691508,0.697513011635978,"not sig"
"MNGIE ","MNGIE ",-0.0349327616000843,0.0547970905106726,-0.142335059001003,0.0724695358008339,0.523803768356323,"not sig"
"Molybdenum Cofactor Deficiency","Molybdenum Cofactor Deficiency",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Monoamine Oxidase-A Deficiency ","Monoamine Oxidase-A Deficiency ",-0.173990433807743,0.0437561159421272,-0.259752421054313,-0.0882284465611739,6.99757138453716e-05,"sig"
"Morphine Action Pathway","Morphine Action Pathway",0.0590406507391021,0.0935058757800567,-0.124230865789809,0.242312167268013,0.527771740134527,"not sig"
"Mucopolysaccharidosis VII. Sly Syndrome","Mucopolysaccharidosis VII. Sly Syndrome",0.195981428505045,0.0781835915697349,0.0427415890283652,0.349221267981726,0.0121870180468565,"sig"
"Myoadenylate Deaminase Deficiency","Myoadenylate Deaminase Deficiency",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Nabumetone Action Pathway","Nabumetone Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Naproxen Action Pathway","Naproxen Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Neomycin Action Pathway","Neomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Nepafenac Action Pathway","Nepafenac Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Netilmicin Action Pathway","Netilmicin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Nicotinate and Nicotinamide Metabolism","Nicotinate and Nicotinamide Metabolism",-0.484554753176889,0.0631402997905531,-0.608309740766373,-0.360799765587405,1.66533453693773e-14,"sig"
"Nicotine Action Pathway","Nicotine Action Pathway",-0.14785545590767,0.0845278606123652,-0.313530062707906,0.017819150892566,0.080257839857389,"not sig"
"Non-Ketotic Hyperglycinemia","Non-Ketotic Hyperglycinemia",-0.27492674914405,0.0356017466083081,-0.344706172496334,-0.205147325791766,1.14352971536391e-14,"sig"
"Nucleotide Sugars Metabolism","Nucleotide Sugars Metabolism",0.0154035560294402,0.085304754469529,-0.151793762730837,0.182600874789717,0.856704401189942,"not sig"
"Ornithine Aminotransferase Deficiency ","Ornithine Aminotransferase Deficiency ",-0.105047851278935,0.0330708405662949,-0.169866698788873,-0.0402290037689973,0.00149089801883151,"sig"
"Ornithine Transcarbamylase Deficiency ","Ornithine Transcarbamylase Deficiency ",-0.462360766376608,0.047384257441243,-0.555233910961444,-0.369487621791772,0,"sig"
"Oxaprozin Action Pathway","Oxaprozin Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Oxytetracycline Action Pathway","Oxytetracycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Pantothenate and CoA Biosynthesis","Pantothenate and CoA Biosynthesis",-0.175374805338247,0.079700067706598,-0.33158693804318,-0.0191626726333152,0.0277760585865379,"sig"
"Paromomycin Action Pathway","Paromomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Pentose Phosphate Pathway","Pentose Phosphate Pathway",-0.0817137846292185,0.0754541068246103,-0.229603834005455,0.0661762647470178,0.278826147990008,"not sig"
"Phenylalanine and Tyrosine Metabolism","Phenylalanine and Tyrosine Metabolism",-0.434353235268196,0.0694790568993358,-0.570532186790894,-0.298174283745498,4.06345068704184e-10,"sig"
"Phenylbutazone Action Pathway","Phenylbutazone Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Phenylketonuria","Phenylketonuria",-0.434353235268196,0.0694790568993358,-0.570532186790894,-0.298174283745498,4.06345068704184e-10,"sig"
"Phenytoin ","Phenytoin ",-0.088508919172878,0.0641222349267614,-0.21418849962933,0.0371706612835744,0.167489503446105,"not sig"
"Phosphatidylcholine Biosynthesis","Phosphatidylcholine Biosynthesis",-0.109631036987131,0.054470112590157,-0.216392457663838,-0.00286961631042272,0.0441480519969918,"sig"
"Phosphatidylcholine Biosynthesis PC","Phosphatidylcholine Biosynthesis PC",-0.109631036987131,0.054470112590157,-0.216392457663838,-0.00286961631042272,0.0441480519969918,"sig"
"Phosphoenolpyruvate Carboxykinase Deficiency 1 ","Phosphoenolpyruvate Carboxykinase Deficiency 1 ",-0.15634827965557,0.0586822457931417,-0.271365481410128,-0.0413310779010122,0.00771441451474075,"sig"
"Phospholipid Biosynthesis","Phospholipid Biosynthesis",-0.122854482437339,0.0639117093590288,-0.248121432781036,0.00241246790635706,0.0545739162791155,"not sig"
"Phytanic Acid Peroxisomal Oxidation","Phytanic Acid Peroxisomal Oxidation",-0.0992836482149743,0.0684773095971614,-0.233499175025411,0.0349318785954622,0.147092936209327,"not sig"
"Piroxicam Action Pathway","Piroxicam Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Porphyria Variegata ","Porphyria Variegata ",-0.371828452235005,0.0690629335032718,-0.507191801901418,-0.236465102568593,7.28859312904007e-08,"sig"
"Porphyrin Metabolism","Porphyrin Metabolism",-0.371828452235005,0.0690629335032718,-0.507191801901418,-0.236465102568593,7.28859312904007e-08,"sig"
"Primary Hyperoxaluria II, PH2","Primary Hyperoxaluria II, PH2",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Primary Hyperoxaluria Type I","Primary Hyperoxaluria Type I",-0.369912843367883,0.0576761786945835,-0.482958153609267,-0.256867533126499,1.42108214085113e-10,"sig"
"Prolidase Deficiency ","Prolidase Deficiency ",-0.105047851278935,0.0330708405662949,-0.169866698788873,-0.0402290037689973,0.00149089801883151,"sig"
"Prolinemia Type II","Prolinemia Type II",-0.105047851278935,0.0330708405662949,-0.169866698788873,-0.0402290037689973,0.00149089801883151,"sig"
"Propanoate Metabolism","Propanoate Metabolism",-0.161966140729511,0.0647812071842292,-0.288937306810601,-0.0349949746484222,0.0124122310122761,"sig"
"Propionic Acidemia","Propionic Acidemia",0.0651700430053656,0.0663570359053785,-0.0648897473691764,0.195229833379908,0.326044661231254,"not sig"
"Purine Metabolism","Purine Metabolism",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Purine Nucleoside Phosphorylase Deficiency","Purine Nucleoside Phosphorylase Deficiency",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Pyridoxine Dependency with Seizures","Pyridoxine Dependency with Seizures",-0.352226315183516,0.0681775559963983,-0.485854324936457,-0.218598305430575,2.38762059900921e-07,"sig"
"Pyrimidine Metabolism","Pyrimidine Metabolism",-0.0349327616000843,0.0547970905106726,-0.142335059001003,0.0724695358008339,0.523803768356323,"not sig"
"Pyruvate Carboxylase Deficiency","Pyruvate Carboxylase Deficiency",-0.369912843367883,0.0576761786945835,-0.482958153609267,-0.256867533126499,1.42108214085113e-10,"sig"
"Pyruvate Decarboxylase E1 Component Deficiency ","Pyruvate Decarboxylase E1 Component Deficiency ",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Pyruvate Dehydrogenase Complex Deficiency","Pyruvate Dehydrogenase Complex Deficiency",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Pyruvate Dehydrogenase Deficiency ","Pyruvate Dehydrogenase Deficiency ",-0.28410984059859,0.057742266946361,-0.397284683813458,-0.170934997383723,8.64073433248791e-07,"sig"
"Pyruvate Kinase Deficiency","Pyruvate Kinase Deficiency",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Pyruvate Metabolism","Pyruvate Metabolism",-0.509907905973235,0.0559693662313206,-0.619607863786623,-0.400207948159847,0,"sig"
"Refsum Disease","Refsum Disease",-0.0992836482149743,0.0684773095971614,-0.233499175025411,0.0349318785954622,0.147092936209327,"not sig"
"Ribose-5-phosphate Isomerase Deficiency","Ribose-5-phosphate Isomerase Deficiency",-0.0817137846292185,0.0754541068246103,-0.229603834005455,0.0661762647470178,0.278826147990008,"not sig"
"Rofecoxib Action Pathway","Rofecoxib Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Rolitetracycline Action Pathway","Rolitetracycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Roxithromycin Action Pathway","Roxithromycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"S-Adenosylhomocysteine ","S-Adenosylhomocysteine ",-0.157045441500936,0.0546734709005032,-0.264205444465922,-0.0498854385359493,0.00407334827491457,"sig"
"Saccharopinuria/Hyperlysinemia II","Saccharopinuria/Hyperlysinemia II",-0.352226315183516,0.0681775559963983,-0.485854324936457,-0.218598305430575,2.38762059900921e-07,"sig"
"Salicylate-Sodium Action Pathway","Salicylate-Sodium Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Salicylic Acid Action Pathway","Salicylic Acid Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Salla Disease/Infantile Sialic Acid Storage Disease","Salla Disease/Infantile Sialic Acid Storage Disease",-0.277815645135189,0.0653510228775863,-0.405903649975258,-0.14972764029512,2.12695368538851e-05,"sig"
"Salsalate Action Pathway","Salsalate Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Sarcosine Oncometabolite Pathway","Sarcosine Oncometabolite Pathway",-0.173662294855465,0.0545830757697517,-0.280645123364178,-0.0666794663467513,0.00146456715057242,"sig"
"Sarcosinemia","Sarcosinemia",-0.27492674914405,0.0356017466083081,-0.344706172496334,-0.205147325791766,1.14352971536391e-14,"sig"
"Selenoamino Acid Metabolism","Selenoamino Acid Metabolism",-0.423045112929265,0.0811228942612746,-0.582045985681363,-0.264044240177167,1.83949062870781e-07,"sig"
"Sialuria or French Type Sialuria","Sialuria or French Type Sialuria",-0.277815645135189,0.0653510228775863,-0.405903649975258,-0.14972764029512,2.12695368538851e-05,"sig"
"Spectinomycin Action Pathway","Spectinomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Spermidine and Spermine Biosynthesis","Spermidine and Spermine Biosynthesis",0.156746623725635,0.0795345148618681,0.000858974596373907,0.312634272854897,0.0487467540773427,"sig"
"Starch and Sucrose Metabolism","Starch and Sucrose Metabolism",0.195981428505045,0.0781835915697349,0.0427415890283652,0.349221267981726,0.0121870180468565,"sig"
"Streptomycin Action Pathway","Streptomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Succinate Signalling","Succinate Signalling",-0.132760870519708,0.059737998162129,-0.249847346917481,-0.0156743941219348,0.0262572535524787,"sig"
"Succinic Semialdehyde Dehydrogenase Deficiency","Succinic Semialdehyde Dehydrogenase Deficiency",-0.422083292889561,0.0451412966998783,-0.510560234421322,-0.333606351357799,0,"sig"
"Sucrase-Isomaltase Deficiency","Sucrase-Isomaltase Deficiency",0.195981428505045,0.0781835915697349,0.0427415890283652,0.349221267981726,0.0121870180468565,"sig"
"Sulindac Action Pathway","Sulindac Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Suprofen Action Pathway","Suprofen Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Tay-Sachs Disease","Tay-Sachs Disease",-0.277815645135189,0.0653510228775863,-0.405903649975258,-0.14972764029512,2.12695368538851e-05,"sig"
"Telithromycin Action Pathway","Telithromycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Tenoxicam Action Pathway","Tenoxicam Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Tetracycline Action Pathway","Tetracycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"The Oncogenic Action of 2-Hydroxyglutarate","The Oncogenic Action of 2-Hydroxyglutarate",-0.226964928143296,0.0548987151647347,-0.334566409866176,-0.119363446420416,3.56118064223088e-05,"sig"
"The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria","The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.226964928143296,0.0548987151647347,-0.334566409866176,-0.119363446420416,3.56118064223088e-05,"sig"
"The Oncogenic Action of Fumarate","The Oncogenic Action of Fumarate",-0.187513003253146,0.0481642749437634,-0.281914982142922,-0.0931110243633695,9.8931811920111e-05,"sig"
"The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria","The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.226964928143296,0.0548987151647347,-0.334566409866176,-0.119363446420416,3.56118064223088e-05,"sig"
"The Oncogenic Action of Succinate","The Oncogenic Action of Succinate",-0.187513003253146,0.0481642749437634,-0.281914982142922,-0.0931110243633695,9.8931811920111e-05,"sig"
"Thioguanine Action Pathway","Thioguanine Action Pathway",-0.313001313505981,0.0438661055440274,-0.398978880372274,-0.227023746639687,9.65227897609111e-13,"sig"
"Tiaprofenic Acid Action Pathway","Tiaprofenic Acid Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Tigecycline Action Pathway","Tigecycline Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Tobramycin Action Pathway","Tobramycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Tolmetin Action Pathway","Tolmetin Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Transaldolase Deficiency","Transaldolase Deficiency",-0.0817137846292185,0.0754541068246103,-0.229603834005455,0.0661762647470178,0.278826147990008,"not sig"
"Transfer of Acetyl Groups into Mitochondria","Transfer of Acetyl Groups into Mitochondria",-0.463335819244284,0.0632830965659078,-0.587370688513463,-0.339300949975104,2.4491519923231e-13,"sig"
"Triosephosphate Isomerase Deficiency","Triosephosphate Isomerase Deficiency",-0.15634827965557,0.0586822457931417,-0.271365481410128,-0.0413310779010122,0.00771441451474075,"sig"
"Trisalicylate-Choline Action Pathway","Trisalicylate-Choline Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Troleandomycin Action Pathway","Troleandomycin Action Pathway",-0.233407086587543,0.0927668299427659,-0.415230073275364,-0.0515840998997218,0.0118674337271569,"sig"
"Tryptophan Metabolism","Tryptophan Metabolism",-0.150675829255245,0.0576406194887753,-0.263651443453245,-0.0377002150572455,0.00894742697814965,"sig"
"Tyrosine Hydroxylase Deficiency","Tyrosine Hydroxylase Deficiency",-0.211811216496426,0.0554491183064412,-0.320491488377051,-0.103130944615802,0.000133494764951725,"sig"
"Tyrosine Metabolism","Tyrosine Metabolism",-0.173990433807743,0.0437561159421272,-0.259752421054313,-0.0882284465611739,6.99757138453716e-05,"sig"
"Tyrosinemia Type 2 ","Tyrosinemia Type 2 ",-0.434353235268196,0.0694790568993358,-0.570532186790894,-0.298174283745498,4.06345068704184e-10,"sig"
"Tyrosinemia Type 3 ","Tyrosinemia Type 3 ",-0.434353235268196,0.0694790568993358,-0.570532186790894,-0.298174283745498,4.06345068704184e-10,"sig"
"Tyrosinemia Type I","Tyrosinemia Type I",-0.173990433807743,0.0437561159421272,-0.259752421054313,-0.0882284465611739,6.99757138453716e-05,"sig"
"Tyrosinemia, Transient, of the Newborn","Tyrosinemia, Transient, of the Newborn",-0.173990433807743,0.0437561159421272,-0.259752421054313,-0.0882284465611739,6.99757138453716e-05,"sig"
"UMP Synthase Deficiency ","UMP Synthase Deficiency ",-0.0349327616000843,0.0547970905106726,-0.142335059001003,0.0724695358008339,0.523803768356323,"not sig"
"Urea Cycle","Urea Cycle",-0.462360766376608,0.047384257441243,-0.555233910961444,-0.369487621791772,0,"sig"
"Valdecoxib Action Pathway","Valdecoxib Action Pathway",0.131122545758496,0.068237301632049,-0.00262256544031972,0.264867656957312,0.054660266544528,"not sig"
"Valine, Leucine, and Isoleucine Degradation","Valine, Leucine, and Isoleucine Degradation",0.0651700430053656,0.0663570359053785,-0.0648897473691764,0.195229833379908,0.326044661231254,"not sig"
"Valproic Acid Metabolism Pathway","Valproic Acid Metabolism Pathway",-0.308128894964699,0.0919759212846675,-0.488401700682647,-0.127856089246751,0.00080781245729189,"sig"
"Warburg Effect","Warburg Effect",-0.172010178264819,0.0543836025221714,-0.278602039208275,-0.0654183173213635,0.00156203197764182,"sig"
"Xanthine Dehydrogenase Deficiency ","Xanthine Dehydrogenase Deficiency ",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Xanthinuria Type I","Xanthinuria Type I",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Xanthinuria Type II","Xanthinuria Type II",-0.307168184594696,0.0460720729259774,-0.397469447529612,-0.216866921659781,2.60865773427099e-11,"sig"
"Zellweger Syndrome","Zellweger Syndrome",0.217410707366713,0.0628444043942078,0.094235674754066,0.340585739979361,0.000541163597577277,"sig"
"ID","ID",66.3963117621738,3.49201210519799,59.5519680359857,73.2406554883618,0,"sig"
