"","Metabolite","Estimate.RI","Std.err.RI","CI_lower.RI","CI_upper.RI","p_value.RI","sig"
"Kanamycin Action Pathway","Kanamycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Ketoprofen Action Pathway","Ketoprofen Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Ketorolac Action Pathway","Ketorolac Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"L-Arginine:Glycine Amidinotransferase Deficiency","L-Arginine:Glycine Amidinotransferase Deficiency",-0.176054849514604,0.0345321212578882,-0.243737807180065,-0.108371891849144,3.42731224733939e-07,"sig"
"Lactic Acidemia","Lactic Acidemia",0.128053266988512,0.0655128944201397,-0.000352006074961553,0.256458540051986,0.0506271216135835,"not sig"
"Lactose Synthesis","Lactose Synthesis",-0.122681209641705,0.100805397820826,-0.320259789370524,0.0748973700871144,0.223600288698526,"not sig"
"Leigh Syndrome","Leigh Syndrome",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Lesch-Nyhan Syndrome ","Lesch-Nyhan Syndrome ",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Leukotriene C4 Synthesis Deficiency","Leukotriene C4 Synthesis Deficiency",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Lincomycin Action Pathway","Lincomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Lornoxicam Action Pathway","Lornoxicam Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Lumiracoxib Action Pathway","Lumiracoxib Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Lymecycline Action Pathway","Lymecycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Lysine Degradation","Lysine Degradation",-0.505062538351477,0.0822950746790402,-0.666360884722395,-0.343764191980558,8.39808778074769e-10,"sig"
"Magnesium Salicylate Action Pathway","Magnesium Salicylate Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Malate-Aspartate Shuttle","Malate-Aspartate Shuttle",-0.132047274717246,0.0882356046080729,-0.304989059749069,0.0408945103145768,0.134515462329157,"not sig"
"Malonic Aciduria","Malonic Aciduria",-0.332959411289147,0.0637264685995236,-0.457863289744213,-0.20805553283408,1.74323370183416e-07,"sig"
"Malonyl-CoA Decarboxylase Deficiency","Malonyl-CoA Decarboxylase Deficiency",-0.332959411289147,0.0637264685995236,-0.457863289744213,-0.20805553283408,1.74323370183416e-07,"sig"
"Maple Syrup Urine Disease","Maple Syrup Urine Disease",-0.426611859711166,0.0633946700030516,-0.550865412917147,-0.302358306505185,1.70294889301204e-11,"sig"
"Mefenamic Acid Action Pathway","Mefenamic Acid Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Meloxicam Action Pathway","Meloxicam Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Mercaptopurine Action Pathway","Mercaptopurine Action Pathway",0.238195920905738,0.0466332754104803,0.146794701101196,0.329597140710279,3.25839789705462e-07,"sig"
"Mercaptopurine Metabolism Pathway","Mercaptopurine Metabolism Pathway",-0.267048169466225,0.0709099293489099,-0.406031630990088,-0.128064707942361,0.000165870910346921,"sig"
"Methacycline Action Pathway","Methacycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Methadone Action Pathway","Methadone Action Pathway",-0.0409063949256209,0.0961660315852234,-0.229391816832659,0.147579026981417,0.670565076618301,"not sig"
"Methionine Adenosyltransferase Deficiency","Methionine Adenosyltransferase Deficiency",-0.0458777047631502,0.0602954720500759,-0.164056829981299,0.0723014204549985,0.446727893473142,"not sig"
"Methionine Metabolism","Methionine Metabolism",-0.0458777047631502,0.0602954720500759,-0.164056829981299,0.0723014204549985,0.446727893473142,"not sig"
"Methotrexate Action Pathway","Methotrexate Action Pathway",0.0869165039756598,0.100340799705354,-0.109751463446835,0.283584471398155,0.386373371919335,"not sig"
"Methylenetetrahydrofolate Reductase Deficiency ","Methylenetetrahydrofolate Reductase Deficiency ",0.0236548457699332,0.0521318849136194,-0.0785236486607609,0.125833340200627,0.650008733572724,"not sig"
"Methylmalonate Semialdehyde Dehydrogenase Deficiency","Methylmalonate Semialdehyde Dehydrogenase Deficiency",-0.426611859711166,0.0633946700030516,-0.550865412917147,-0.302358306505185,1.70294889301204e-11,"sig"
"Methylmalonic Aciduria","Methylmalonic Aciduria",-0.426611859711166,0.0633946700030516,-0.550865412917147,-0.302358306505185,1.70294889301204e-11,"sig"
"Methylmalonic Aciduria Due to Cobalamin-Related Disorders","Methylmalonic Aciduria Due to Cobalamin-Related Disorders",-0.332959411289147,0.0637264685995236,-0.457863289744213,-0.20805553283408,1.74323370183416e-07,"sig"
"Minocycline Action Pathway","Minocycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Mitochondrial Complex II Deficiency","Mitochondrial Complex II Deficiency",-0.0099043990335936,0.0645210190967971,-0.136365596463316,0.116556798396129,0.877998825502541,"not sig"
"Mitochondrial DNA Depletion Syndrome","Mitochondrial DNA Depletion Syndrome",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Mitochondrial Electron Transport Chain","Mitochondrial Electron Transport Chain",-0.00659902141189411,0.071402270251935,-0.146547471105687,0.133349428281898,0.926364087188374,"not sig"
"MNGIE ","MNGIE ",-0.0356155632700273,0.0603242615934593,-0.153851115993207,0.0826199894531529,0.554921185874738,"not sig"
"Molybdenum Cofactor Deficiency","Molybdenum Cofactor Deficiency",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Monoamine Oxidase-A Deficiency ","Monoamine Oxidase-A Deficiency ",-0.145408501864597,0.0497128011411561,-0.242845592101263,-0.0479714116279312,0.00344488320323988,"sig"
"Morphine Action Pathway","Morphine Action Pathway",0.0156189112348852,0.0995034227211462,-0.179407797298561,0.210645619768332,0.875269608521752,"not sig"
"Mucopolysaccharidosis VII. Sly Syndrome","Mucopolysaccharidosis VII. Sly Syndrome",-0.136448577085066,0.0839765018618196,-0.301042520734232,0.0281453665641005,0.104196153494259,"not sig"
"Myoadenylate Deaminase Deficiency","Myoadenylate Deaminase Deficiency",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Nabumetone Action Pathway","Nabumetone Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Naproxen Action Pathway","Naproxen Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Neomycin Action Pathway","Neomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Nepafenac Action Pathway","Nepafenac Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Netilmicin Action Pathway","Netilmicin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Nicotinate and Nicotinamide Metabolism","Nicotinate and Nicotinamide Metabolism",-0.211163906072802,0.0715453491950136,-0.351392790495028,-0.070935021650575,0.00316265921468495,"sig"
"Nicotine Action Pathway","Nicotine Action Pathway",-0.0509766849715944,0.0936311023453106,-0.234493645568403,0.132540275625214,0.586137494834678,"not sig"
"Non-Ketotic Hyperglycinemia","Non-Ketotic Hyperglycinemia",-0.153776829451682,0.0390012026240332,-0.230219186594787,-0.0773344723085772,8.05109446264662e-05,"sig"
"Nucleotide Sugars Metabolism","Nucleotide Sugars Metabolism",-0.0992452362236671,0.101531179387694,-0.298246347823547,0.099755875376213,0.328328947500394,"not sig"
"Ornithine Aminotransferase Deficiency ","Ornithine Aminotransferase Deficiency ",-0.176054849514604,0.0345321212578882,-0.243737807180065,-0.108371891849144,3.42731224733939e-07,"sig"
"Ornithine Transcarbamylase Deficiency ","Ornithine Transcarbamylase Deficiency ",0.0590263240796163,0.0507587624700391,-0.0404608503616603,0.158513498520893,0.24487839783419,"not sig"
"Oxaprozin Action Pathway","Oxaprozin Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Oxytetracycline Action Pathway","Oxytetracycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Pantothenate and CoA Biosynthesis","Pantothenate and CoA Biosynthesis",0.0350588396390047,0.092192073347749,-0.145637624122583,0.215755303400593,0.703737274215081,"not sig"
"Paromomycin Action Pathway","Paromomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Pentose Phosphate Pathway","Pentose Phosphate Pathway",-0.0761783190295084,0.070354982320783,-0.214074084378243,0.0617174463192263,0.27891017864539,"not sig"
"Phenylalanine and Tyrosine Metabolism","Phenylalanine and Tyrosine Metabolism",-0.0385131164930478,0.075660668108505,-0.186808025985717,0.109781792999622,0.610735211076626,"not sig"
"Phenylbutazone Action Pathway","Phenylbutazone Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Phenylketonuria","Phenylketonuria",-0.0385131164930478,0.075660668108505,-0.186808025985717,0.109781792999622,0.610735211076626,"not sig"
"Phenytoin ","Phenytoin ",-0.492851804595529,0.0724020251616787,-0.634759773912419,-0.350943835278639,9.95481475030147e-12,"sig"
"Phosphatidylcholine Biosynthesis","Phosphatidylcholine Biosynthesis",-0.284865448768644,0.0596262290369688,-0.401732857681103,-0.167998039856185,1.77471187434719e-06,"sig"
"Phosphatidylcholine Biosynthesis PC","Phosphatidylcholine Biosynthesis PC",-0.284865448768644,0.0596262290369688,-0.401732857681103,-0.167998039856185,1.77471187434719e-06,"sig"
"Phosphoenolpyruvate Carboxykinase Deficiency 1 ","Phosphoenolpyruvate Carboxykinase Deficiency 1 ",-0.0873939455998396,0.061679913256491,-0.208286575582562,0.0334986843828828,0.156513700142092,"not sig"
"Phospholipid Biosynthesis","Phospholipid Biosynthesis",0.0931684294173976,0.0703896186369249,-0.0447952231109752,0.23113208194577,0.185632478189426,"not sig"
"Phytanic Acid Peroxisomal Oxidation","Phytanic Acid Peroxisomal Oxidation",-0.39204831637166,0.0754612598715732,-0.539952385719944,-0.244144247023377,2.04325432129338e-07,"sig"
"Piroxicam Action Pathway","Piroxicam Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Porphyria Variegata ","Porphyria Variegata ",-0.231926360537475,0.0812410095491923,-0.391158739253892,-0.0726939818210584,0.00430647287163222,"sig"
"Porphyrin Metabolism","Porphyrin Metabolism",-0.231926360537475,0.0812410095491923,-0.391158739253892,-0.0726939818210584,0.00430647287163222,"sig"
"Primary Hyperoxaluria II, PH2","Primary Hyperoxaluria II, PH2",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Primary Hyperoxaluria Type I","Primary Hyperoxaluria Type I",0.128053266988512,0.0655128944201397,-0.000352006074961553,0.256458540051986,0.0506271216135835,"not sig"
"Prolidase Deficiency ","Prolidase Deficiency ",-0.176054849514604,0.0345321212578882,-0.243737807180065,-0.108371891849144,3.42731224733939e-07,"sig"
"Prolinemia Type II","Prolinemia Type II",-0.176054849514604,0.0345321212578882,-0.243737807180065,-0.108371891849144,3.42731224733939e-07,"sig"
"Propanoate Metabolism","Propanoate Metabolism",-0.332959411289147,0.0637264685995236,-0.457863289744213,-0.20805553283408,1.74323370183416e-07,"sig"
"Propionic Acidemia","Propionic Acidemia",-0.426611859711166,0.0633946700030516,-0.550865412917147,-0.302358306505185,1.70294889301204e-11,"sig"
"Purine Metabolism","Purine Metabolism",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Purine Nucleoside Phosphorylase Deficiency","Purine Nucleoside Phosphorylase Deficiency",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Pyridoxine Dependency with Seizures","Pyridoxine Dependency with Seizures",-0.505062538351477,0.0822950746790402,-0.666360884722395,-0.343764191980558,8.39808778074769e-10,"sig"
"Pyrimidine Metabolism","Pyrimidine Metabolism",-0.0356155632700273,0.0603242615934593,-0.153851115993207,0.0826199894531529,0.554921185874738,"not sig"
"Pyruvate Carboxylase Deficiency","Pyruvate Carboxylase Deficiency",0.128053266988512,0.0655128944201397,-0.000352006074961553,0.256458540051986,0.0506271216135835,"not sig"
"Pyruvate Decarboxylase E1 Component Deficiency ","Pyruvate Decarboxylase E1 Component Deficiency ",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Pyruvate Dehydrogenase Complex Deficiency","Pyruvate Dehydrogenase Complex Deficiency",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Pyruvate Dehydrogenase Deficiency ","Pyruvate Dehydrogenase Deficiency ",-0.0099043990335936,0.0645210190967971,-0.136365596463316,0.116556798396129,0.877998825502541,"not sig"
"Pyruvate Kinase Deficiency","Pyruvate Kinase Deficiency",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Pyruvate Metabolism","Pyruvate Metabolism",0.136974908591349,0.0677933201272291,0.00410000114197998,0.269849816040718,0.043333834889686,"sig"
"Refsum Disease","Refsum Disease",-0.39204831637166,0.0754612598715732,-0.539952385719944,-0.244144247023377,2.04325432129338e-07,"sig"
"Ribose-5-phosphate Isomerase Deficiency","Ribose-5-phosphate Isomerase Deficiency",-0.0761783190295084,0.070354982320783,-0.214074084378243,0.0617174463192263,0.27891017864539,"not sig"
"Rofecoxib Action Pathway","Rofecoxib Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Rolitetracycline Action Pathway","Rolitetracycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Roxithromycin Action Pathway","Roxithromycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"S-Adenosylhomocysteine ","S-Adenosylhomocysteine ",-0.0458777047631502,0.0602954720500759,-0.164056829981299,0.0723014204549985,0.446727893473142,"not sig"
"Saccharopinuria/Hyperlysinemia II","Saccharopinuria/Hyperlysinemia II",-0.505062538351477,0.0822950746790402,-0.666360884722395,-0.343764191980558,8.39808778074769e-10,"sig"
"Salicylate-Sodium Action Pathway","Salicylate-Sodium Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Salicylic Acid Action Pathway","Salicylic Acid Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Salla Disease/Infantile Sialic Acid Storage Disease","Salla Disease/Infantile Sialic Acid Storage Disease",0.284894785009557,0.0658811708532859,0.155767690137117,0.414021879881997,1.52965993430731e-05,"sig"
"Salsalate Action Pathway","Salsalate Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Sarcosine Oncometabolite Pathway","Sarcosine Oncometabolite Pathway",-0.107363466936644,0.0633896107411959,-0.231607103989387,0.0168801701161004,0.0903208551892993,"not sig"
"Sarcosinemia","Sarcosinemia",-0.153776829451682,0.0390012026240332,-0.230219186594787,-0.0773344723085772,8.05109446264662e-05,"sig"
"Selenoamino Acid Metabolism","Selenoamino Acid Metabolism",0.0580738060221634,0.0921448854682519,-0.12253016949561,0.238677781539937,0.528534637382092,"not sig"
"Sialuria or French Type Sialuria","Sialuria or French Type Sialuria",0.284894785009557,0.0658811708532859,0.155767690137117,0.414021879881997,1.52965993430731e-05,"sig"
"Spectinomycin Action Pathway","Spectinomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Spermidine and Spermine Biosynthesis","Spermidine and Spermine Biosynthesis",-0.387282857174518,0.0781816675254138,-0.540518925524329,-0.234046788824707,7.28425955887069e-07,"sig"
"Starch and Sucrose Metabolism","Starch and Sucrose Metabolism",-0.136448577085066,0.0839765018618196,-0.301042520734232,0.0281453665641005,0.104196153494259,"not sig"
"Streptomycin Action Pathway","Streptomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Succinate Signalling","Succinate Signalling",-0.3987858207984,0.0673996585607917,-0.530889151577552,-0.266682490019248,3.283980531954e-09,"sig"
"Succinic Semialdehyde Dehydrogenase Deficiency","Succinic Semialdehyde Dehydrogenase Deficiency",0.0926421043723869,0.0532484081015531,-0.0117247755066573,0.197008984251431,0.081892414106905,"not sig"
"Sucrase-Isomaltase Deficiency","Sucrase-Isomaltase Deficiency",-0.136448577085066,0.0839765018618196,-0.301042520734232,0.0281453665641005,0.104196153494259,"not sig"
"Sulindac Action Pathway","Sulindac Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Suprofen Action Pathway","Suprofen Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Tay-Sachs Disease","Tay-Sachs Disease",0.284894785009557,0.0658811708532859,0.155767690137117,0.414021879881997,1.52965993430731e-05,"sig"
"Telithromycin Action Pathway","Telithromycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Tenoxicam Action Pathway","Tenoxicam Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Tetracycline Action Pathway","Tetracycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"The Oncogenic Action of 2-Hydroxyglutarate","The Oncogenic Action of 2-Hydroxyglutarate",-0.11377966993535,0.0632394641789166,-0.237729019726026,0.0101696798553266,0.0719889848763287,"not sig"
"The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria","The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.11377966993535,0.0632394641789166,-0.237729019726026,0.0101696798553266,0.0719889848763287,"not sig"
"The Oncogenic Action of Fumarate","The Oncogenic Action of Fumarate",-0.0964243153224597,0.0577329067952043,-0.20958081264106,0.0167321819961407,0.0948838618184399,"not sig"
"The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria","The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.11377966993535,0.0632394641789166,-0.237729019726026,0.0101696798553266,0.0719889848763287,"not sig"
"The Oncogenic Action of Succinate","The Oncogenic Action of Succinate",-0.0964243153224597,0.0577329067952043,-0.20958081264106,0.0167321819961407,0.0948838618184399,"not sig"
"Thioguanine Action Pathway","Thioguanine Action Pathway",0.238195920905738,0.0466332754104803,0.146794701101196,0.329597140710279,3.25839789705462e-07,"sig"
"Tiaprofenic Acid Action Pathway","Tiaprofenic Acid Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Tigecycline Action Pathway","Tigecycline Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Tobramycin Action Pathway","Tobramycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Tolmetin Action Pathway","Tolmetin Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Transaldolase Deficiency","Transaldolase Deficiency",-0.0761783190295084,0.070354982320783,-0.214074084378243,0.0617174463192263,0.27891017864539,"not sig"
"Transfer of Acetyl Groups into Mitochondria","Transfer of Acetyl Groups into Mitochondria",0.075935205443387,0.0715591264906237,-0.0643206824782355,0.21619109336501,0.288620224456276,"not sig"
"Triosephosphate Isomerase Deficiency","Triosephosphate Isomerase Deficiency",-0.0873939455998396,0.061679913256491,-0.208286575582562,0.0334986843828828,0.156513700142092,"not sig"
"Trisalicylate-Choline Action Pathway","Trisalicylate-Choline Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Troleandomycin Action Pathway","Troleandomycin Action Pathway",0.349229317947419,0.0982986341855817,0.156563994943679,0.541894640951159,0.000381243603052472,"sig"
"Tryptophan Metabolism","Tryptophan Metabolism",-0.115127817734712,0.059405230573385,-0.231562069658547,0.00130643418912249,0.0526222349432919,"not sig"
"Tyrosine Hydroxylase Deficiency","Tyrosine Hydroxylase Deficiency",-0.167458371992059,0.0647505212109016,-0.294369393565426,-0.0405473504186921,0.0097038108573575,"sig"
"Tyrosine Metabolism","Tyrosine Metabolism",-0.145408501864597,0.0497128011411561,-0.242845592101263,-0.0479714116279312,0.00344488320323988,"sig"
"Tyrosinemia Type 2 ","Tyrosinemia Type 2 ",-0.0385131164930478,0.075660668108505,-0.186808025985717,0.109781792999622,0.610735211076626,"not sig"
"Tyrosinemia Type 3 ","Tyrosinemia Type 3 ",-0.0385131164930478,0.075660668108505,-0.186808025985717,0.109781792999622,0.610735211076626,"not sig"
"Tyrosinemia Type I","Tyrosinemia Type I",-0.145408501864597,0.0497128011411561,-0.242845592101263,-0.0479714116279312,0.00344488320323988,"sig"
"Tyrosinemia, Transient, of the Newborn","Tyrosinemia, Transient, of the Newborn",-0.145408501864597,0.0497128011411561,-0.242845592101263,-0.0479714116279312,0.00344488320323988,"sig"
"UMP Synthase Deficiency ","UMP Synthase Deficiency ",-0.0356155632700273,0.0603242615934593,-0.153851115993207,0.0826199894531529,0.554921185874738,"not sig"
"Urea Cycle","Urea Cycle",0.0590263240796163,0.0507587624700391,-0.0404608503616603,0.158513498520893,0.24487839783419,"not sig"
"Valdecoxib Action Pathway","Valdecoxib Action Pathway",0.00396512087788426,0.0799229859583655,-0.152683931600512,0.160614173356281,0.960431766274071,"not sig"
"Valine, Leucine, and Isoleucine Degradation","Valine, Leucine, and Isoleucine Degradation",-0.426611859711166,0.0633946700030516,-0.550865412917147,-0.302358306505185,1.70294889301204e-11,"sig"
"Valproic Acid Metabolism Pathway","Valproic Acid Metabolism Pathway",-0.0644385129281522,0.100429589645385,-0.261280508633107,0.132403482776802,0.521114255662576,"not sig"
"Warburg Effect","Warburg Effect",-0.0715688160169067,0.0591055956186352,-0.187415783429432,0.0442781513956184,0.225947673955244,"not sig"
"Xanthine Dehydrogenase Deficiency ","Xanthine Dehydrogenase Deficiency ",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Xanthinuria Type I","Xanthinuria Type I",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Xanthinuria Type II","Xanthinuria Type II",0.386297687004311,0.0493448562443076,0.289581768765468,0.483013605243154,4.88498130835069e-15,"sig"
"Zellweger Syndrome","Zellweger Syndrome",-0.239483314420555,0.0717073561747706,-0.380029732523105,-0.0989368963180045,0.000838594321341479,"sig"
"ID","ID",-133.051854548542,5.49940477239821,-143.830687902442,-122.273021194642,0,"sig"
